APF,INECOL,"Instituto de Ecología, A.C.",03891Q002,INECOL-DEPARTAMENTO DE ADQUISICIONES #03891Q002,José Mauricio C. Villa Carrera,1611014,016/ADQ/2018 Sistema de Secuenciación,05. Adjudicación Directa LAASSP,AA-03891Q002-E3-2018,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1713253,016/ADQ/2018 Sistema de Secuenciación,2018-02-09,2019-04-05,6031813.51,MXN,Activo,No,0,38,,,2018-02-09,,,0,0,,Pequeña,77459,BIOTECH DEL NORTE S A P I DE CV,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1386576
APF,IMSS,Instituto Mexicano del Seguro Social,019GYR008,IMSS-Oficina de Adquisicion de Bienes y Contratación de Servicios de la Delegación Quintana Roo #019GYR008,JOSE ANDRES MARTINEZ AGUILAR,1589405,"IA-019GYR008-E27-2018 MEDICAMENTOS, MATERIAL DE CURACIÓN, RADIOLOGICO Y LABORATO",03. Invitación a Cuando Menos Tres Personas LAASSP,IA-019GYR008-E27-2018,2018-01-22,2018-01-11 12:03,2018-01-16 09:00,Internacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Electrónica,1703388,Mat de curacion,2018-01-24,2018-02-02,35507.34,MXN,Expirado,No,0,,,,2018-01-24,,,0,0,,Pequeña,3874,HOLIDAY DE MEXICO SA DE CV,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1364751
APF,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,019GYN085,"ISSSTE-Hospital Regional Gral. Ignacio Zaragoza, Coordinación de Recursos Materiales #019GYN085",Gustavo Jimenez  Ruiz,1605754,OSTEOSINTESIS,05. Adjudicación Directa LAASSP,AA-019GYN085-E22-2018,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1706912,OSTEOSINTESIS,2018-01-02,2018-01-11,26000,MXN,Expirado,No,0,,,,,,,0,0,,Micro,451510,EDCEM ORTO SA DE CV,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1381154
APF,SSA,Secretaría de Salud,012000990,SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990,Yazmin del Carmen Arévalo Athié,1532410,ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS  010 MEDICAMENTOS Y 040 PSICOTR,08. Reporte de otras contrataciones y contrataciones con crédito externo,CE-012000990-E107-2017,,,,Nacional,Adquisiciones,Licitación Pública,Electrónica,1622272,"ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS Y 040 PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2018  ",2018-01-01,2018-12-31,13367.15,MXN,Activo,No,0,,,,,,,1,0,,Micro,284699,COBITER SA DE CV,Micro,MX,HABILITADO,PoC,0,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1312968
APF,CONAFOR,Comisión Nacional Forestal,016RHQ001,CONAFOR-Coordinación General de Administración #016RHQ001,Mario Vilchis Nava,1589542,Contratación de prestación de servicios profesionales ,05. Adjudicación Directa LAASSP,AA-016RHQ001-E15-2018,,,,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1706128,Prestación de servicios profesionales ,2018-01-15,2018-12-15,125359.3,MXN,Activo,No,0,,,,,,,0,0,,Micro,,NORMA ANGELICA HURTADO BLANCO,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1364865
APF,SFP,Secretaría de la Función Pública,027000002,SFP-Dir. Gral. de Rec. Mat. y Serv. Grales_Dir. de Adquisiciones #027000002,Antonio Omar Fragoso Rodríguez,1613076, APOYO A LA UNIDAD DE OPERACIÓN REGIONAL Y CONTRALORÍA SOCIAL,06. Adjudicación Directa LOPSRM,AO-027000002-E381-2018,,,,Nacional,Servicios Relacionados con la OP,Adjudicación Directa Federal,Presencial,1715240,APOYO A LA UNIDAD DE OPERACIÓN REGIONAL Y CONTRALORÍA SOCIAL,2018-01-08,2018-10-31,503206.9,MXN,Activo,No,0,,,,2018-01-23,,,0,0,,Micro,,ELIUD MARTINEZ MARTINEZ,No MIPYME,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1388358
APF,INIFED,Instituto Nacional de la Infraestructura Física Educativa,011MDE998,INIFED-Subgerencia de Presupuestos y Contratación #011MDE998,Armando Francisco Grimaldo  Villalobos,1589684,A0-011MDE998-E7-2018 / INIFED-ESCIEN-RH- 0-004-2018 REHABILITACION EN GENERAL EN,06. Adjudicación Directa LOPSRM,AO-011MDE998-E7-2018,,,,Nacional,Obra Pública,Adjudicación Directa Federal,Presencial,1690867,"AO-011MDE998-E7-2018 / INIFED-ESCIEN-RH- 0-004-2018REHABILITACION EN GENERAL EN EL J.N. IZCOATL, C.C.T. 09DJN0856S, UBICADO EN NEUMATOLOGOS S/N, COLONIA SAN JOSÉ ACULCO, DELEGACIÓN IZTAPALAPA, C.P. 09410, POR DAÑOS OCASIONADOS POR EL SISMO DEL 19 DE SEPTI ",2018-01-24,2018-05-23,943172.6,MXN,Activo,No,0,,,,2018-01-11,,,0,0,,No MIPYME,,"BASI27, S.A. DE C.V.",,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1368070
APF,CENSIDA,Centro Nacional para la Prevención y el Control del VIH/SIDA,012K00999,CENSIDA-Coordinación Administrativa #012K00999,Soledad Beatriz Reyes Aparicio,1610639,MATERIALES COMPLEMENTARIOS ,05. Adjudicación Directa LAASSP,AA-012K00999-E2-2018,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1712844,MATERIALES COMPLEMENTARIOS ,2018-02-01,2018-02-08,320380.3,MXN,Expirado,No,0,,,,2018-02-01,,,0,0,,Pequeña,,CONSTRUCTOR Y TELECOM ALGER SA DE CV,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1386151
APF,NAFIN,"Nacional Financiera, S.N.C.",006HIU002,NAFIN-Fideicomiso Fondo de Pensiones del Sistema Banrural No. 80320 #006HIU002,Fernando Escandón Yuso,1537742,SERVICIOS DE SUMINISTRO DE MEDICAMENTOS EN ENTIDADES FEDERATIVAS,01. Licitación Pública LAASSP,LA-006HIU002-E12-2017,2017-12-18,2017-11-13 14:12,2017-11-29 09:00,Nacional,Servicios,Licitación Pública,Presencial,1688015,"SERVICIOS DE SUMINISTRO DE MEDICAMENTOS DE PATENTE VIGENTES, ESPECIALIZADOS, CONTROLADOS, DERMATOLÓGICOS Y GENÉRICOS EN CULIACAN, SIN.",2018-01-01,2018-12-31,9619200,MXN,Activo,No,0,,,,2018-01-01,,,0,0,,No MIPYME,,FARMACON SA DE CV,No MIPYME,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1314927
APF,CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,011L4J990,CINVESTAV-Unidad de Genòmica Avanzada- UGA #011L4J990,Ma. Patricia López Martínez,1607900,"Servicios Profesionales de Coordinación, supervisión y control de los servicios ",05. Adjudicación Directa LAASSP,AA-011L4J990-E52-2018,,,,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1709611,"Servicios Profesionales de Coordinación, supervisión y control de los servicios externos de Vigilancia, Limpieza y Jardinería. Coordinación y supervisión del uso de espacios comunes tales como salas de juntas, aulas, auditorio, espacios comunes, etc. Activ",2018-02-06,2018-12-15,198398,MXN,Activo,No,0,,,,,,,0,0,,Micro,,PEREZ SANCHEZ ANGEL CRISTOBAL,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1383243
