APF,SAE,Servicio de Administración y Enajenación de Bienes,006HKA001,SAE-Dirección Ejecutiva de Administración de Recursos Financieros y Materiales #006HKA001,Rodrigo Cuadra Rojkind,1291904,IMPARTICIÓN DE UN DIPLOMADO EN ADMINISTRACIÓN PÚBLICA,05. Adjudicación Directa LAASSP,AA-006HKA001-E29-2017,,,,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1349781,IMPARTICIÓN DE UN DIPLOMADO EN ADMINISTRACIÓN PÚBLICA,2017-03-01,2017-11-24,312500,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,39856,INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA,Mediana,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1085677
APF,SEGOB,Secretaría de Gobernación,004000998,SEGOB-Subdirección de Adquisiciones #004000998,Eduardo Rodríguez Haro,1449183,"DISEÑO, EDICIÓN E IMPRESIÓN DEL LIBRO Y DVD´s, DE LA SERIE “CARTAS DE NUESTRA ID",03. Invitación a Cuando Menos Tres Personas LAASSP,IA-004000998-E64-2017,2017-08-23,2017-08-11 18:34,2017-08-22 11:00,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,1563515,"DISEÑO, EDICIÓN E IMPRESIÓN DEL LIBRO Y DVD´s, DE LA SERIE “CARTAS DE NUESTRA IDENTIDAD, EN CONMEMORACIÓN DEL CENTÉSIMO ANIVERSARIO DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS” ",2017-08-24,2017-09-27,840000,MXN,Expirado,No,0,,,,,,,0,0,,Micro,,LINTERNA DE HIDROGENO SA DE CV,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1235804
APF,SEP,Secretaría de Educación Pública,011000999,SEP-Dirección de Adquisiciones #011000999,Jesús Alfonso Rubio González,1523861,DGB.- ADQUISICIÓN DE UN ACERVO BIBLIOGRÁFICO CONSTITUIDO POR 35 TÍTULOS PARA LA ,01. Licitación Pública LAASSP,LA-011000999-E177-2017,2017-11-15,2017-10-26 21:17,2017-11-13 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,1639455,ADQUISICIÓN DE UN ACERVO BIBLIOGRÁFICO CONSTITUIDO POR 35 TÍTULOS PARA LA DIRECCIÓN GENERAL DEL BACHILLERATO,2017-11-21,2017-12-21,88800,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,19868,LIBRERIA DE PORRUA HERMANOS Y COMPAÑIA SA DE CV ,No MIPYME,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1306285
APF,HRAEV,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",012NBT999,HRAEV-Hospital Regional de Alta Especialidad de Ciudad Victoria #012NBT999,Blanka Hestybalyz Cantu Garza,1566650,"MATERIALES, ACCESORIOS Y SUMINISTROS MEDICOS",05. Adjudicación Directa LAASSP,AA-012NBT999-E489-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,1659753,"MEDICA COMERCIAL INTEGRAL DEL NORTE, S.A DE C.V",2017-11-22,2017-12-31,36000,MXN,Expirado,Si,0,12,,,2017-11-28,,,0,0,,Micro,98018,MEDICA COMERCIAL INTEGRAL DEL NORTE SA DE CV,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1342113
APF,HJM,Hospital Juárez de México,012NAW001,HJM-HOSPITAL JUAREZ DE MEXICO #012NAW001,MARTIN ANTONIO MANRIQUE,1458666,"BLANCOS Y OTROS PRODUCTOS TEXTILES, EXCEPTO PRENDAS DE VESTIR PR7-000568",05. Adjudicación Directa LAASSP,AA-012NAW001-E663-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1542851,"BLANCOS Y OTROS PRODUCTOS TEXTILES, EXCEPTO PRENDAS DE VESTIR",2017-08-09,2017-08-18,8250,MXN,Expirado,No,0,,,,2017-08-09,,,0,0,,Pequeña,,"GUREM ENTERPRISES, S.A. DE C.V.",,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1239650
APF,DICONSA,"Diconsa, S.A. de C.V.",020VSS016,"DICONSA-DICONSA, S.A. DE C.V. SUCURSAL VERACRUZ #020VSS016",MIGUEL ANGEL BASILIO MAR,1294226,ADQUISICIÓN DE UNIFORMES PARA PERSONAL COMUNITARIO 2017,01. Licitación Pública LAASSP,LA-020VSS016-E10-2017,2017-03-31,2017-03-09 10:39,2017-03-29 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,1396840,ADQUISICIÓN DE UNIFORMES PARA PERSONAL COMUNITARIO 2017,2017-05-02,2017-11-30,623181,MXN,Expirado,No,0,20,20S053-DICONSA,,2017-05-02,,,0,0,,Micro,90953,ICONO TEXTIL SA DE CV,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1088393
APF,SEDATU,"Secretaría de Desarrollo Agrario, Territorial y Urbano",015000999,SEDATU-Dirección General de Recursos Materiales y Servicios Generales #015000999,Humberto René Islas Cortés,1485783,PRESTADOR DE SERVICIOS PROFESIONALES,05. Adjudicación Directa LAASSP,AA-015000999-E1676-2017,,,,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1571704,PRESTADOR DE SERVICIOS PROFESIONALES ,2017-07-31,2017-12-31,251748.26,MXN,Expirado,No,0,,,,2017-07-31,,,0,0,,Micro,,ARMANDO AYALA SEUTHE,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1265825
APF,CONALITEG,Comisión Nacional de Libros de Texto Gratuitos,011L6J001,CONALITEG-Dirección de Recursos Materiales y Servicios Generales #011L6J001,Jorge Alberto Barceinas Suaste,1463639,ADQ. DE PLÁSTICO PARA PALETIZAR CALIBRE  28 Y 40,05. Adjudicación Directa LAASSP,AA-011L6J001-E268-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1546304,ADQ. DE PLÁSTICO PARA PALETIZAR CALIBRE  28 Y 40,2017-07-12,2017-12-31,244227,MXN,Expirado,No,0,,,,2017-07-12,,,0,0,,Pequeña,,BURBUPACK SA DE CV,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1244617
APF,DICONSA,"Diconsa, S.A. de C.V.",020VSS998,DICONSA-Dirección de Comercialización #020VSS998,Irma Olga Arredondo  Murillo,1579493,"PASTAS PARA SOPA LARGAS, FIDEO, HUECAS",05. Adjudicación Directa LAASSP,AA-020VSS998-E30745-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1674151,"PASTAS PARA SOPA LARGAS, FIDEO, HUECAS",2017-09-09,2017-09-19,37200,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,,"LA ITALIANA, S.A. DE C.V.",,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1355152
APF,SAGARPA,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",008000969,SAGARPA-EDMUNDO ESTEFAN GARFIAS #008000969,EDMUNDO ESTEFAN GARFIAS,1383987,"PRESTACION DE SERVICIOS INTEGRALES PARA EL APOYO , SUPERVISION Y SEGUIMIENTO",05. Adjudicación Directa LAASSP,AA-008000969-E21-2017,,,,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1453185,"PRESTACION DE SERVICIOS INTEGRALES PARA EL APOYO , SUPERVISION Y SEGUIMIENTO A LA  OPERACION DE LOS PROGRAMAS DE LA SAGARPA",2017-05-17,2017-12-31,67790.4,MXN,Expirado,No,0,,,,,,,0,0,,Micro,563294,JULIO ESPINOSA BRITO,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1174171
